,sig_mos,bak_mos,ovr_mos
dev/1/S07_P20_166.wav,2.2684270883308817,3.6120266354056008,2.272420587450091
dev/1/S07_P20_167.wav,2.203099414560213,3.8483993551115465,2.458101818221301
dev/1/S07_P20_168.wav,2.382479048573206,3.8582693024497576,2.688996229210092
dev/1/S07_P20_169.wav,2.2394805100018087,3.627719334883328,2.253502592100542
dev/1/S07_P20_170.wav,2.137276849352895,3.550551961307591,2.1493286460301846
dev/1/S07_P20_171.wav,2.276826735429496,3.666763396676275,2.288142019275984
dev/1/S07_P20_172.wav,2.0917344539308265,3.53103435539944,2.12072650642034
dev/1/S07_P20_173.wav,2.212689459645637,3.6206400603268833,2.31086182635777
dev/1/S07_P20_174.wav,2.294458552482077,3.5331551669176924,2.3497941947766248
dev/1/S07_P20_175.wav,2.637237677366149,3.706112737289279,2.406355100778596
dev/1/S07_P20_176.wav,2.427703814344416,3.6893761740386593,2.403292331471414
dev/1/S07_P20_177.wav,2.2943893770972843,3.777525273808229,2.466506399036312
dev/1/S07_P20_178.wav,2.130386784298677,3.5988155527351826,2.1627750819751976
dev/1/S07_P20_180.wav,2.36105631581297,3.501407825850206,2.210705338049875
dev/1/S07_P20_185.wav,2.131026307022444,3.767813573008669,2.3512250704509747
dev/1/S07_P20_186.wav,2.2905061872640977,3.584767690548192,2.4540640159019427
dev/1/S07_P20_187.wav,2.2679323025767903,3.5738626726439287,2.2780727870231003
dev/1/S07_P20_188.wav,2.4599174782770192,3.7222932598700895,2.276442629952596
dev/1/S07_P20_189.wav,2.5360867013017008,3.811129204481873,2.4329911181984745
dev/1/S07_P20_190.wav,2.359974804306652,3.707771582587348,2.318847258525736
dev/1/S07_P20_191.wav,2.504880727324733,3.788833649973841,2.226056457041921
dev/1/S07_P20_192.wav,2.3876714203944767,3.700077708325421,2.3821414015253737
dev/1/S07_P20_193.wav,2.3864384406840675,3.9608103665365535,2.643573425906085
dev/1/S07_P20_194.wav,2.479376268291882,3.669099102516637,2.3856309011806625
dev/1/S07_P20_195.wav,2.635974881141005,3.8270749881338326,2.4500805343859016
dev/1/S07_P20_196.wav,2.12935183006011,3.600036354651844,2.332040022381185
dev/1/S07_P20_197.wav,2.283755462393757,3.800703137272682,2.2590789695979905
dev/1/S07_P20_198.wav,2.5588222992569363,3.859633120723328,2.459584562778594
dev/1/S07_P20_199.wav,2.241463804348605,3.711569857189728,2.324970610628766
dev/1/S07_P20_200.wav,2.3834848631898646,3.7441769451350697,2.463572507256657
dev/1/S07_P20_201.wav,2.225939375139204,3.518011738703592,2.337106839176715
dev/1/S07_P20_202.wav,2.163765426721218,3.8388391398109056,2.355938180764172
dev/1/S07_P20_203.wav,2.216676722571216,3.596500539596749,2.180720286098428
dev/1/S07_P20_204.wav,2.280890946686456,3.8696134075125608,2.523499321186537
dev/1/S07_P20_205.wav,2.39200694517344,3.866634473961484,2.598581044026747
dev/1/S07_P20_206.wav,2.7047402347589453,3.8118101452950217,2.7463414280696927
dev/1/S07_P20_207.wav,2.276747777261345,3.634642736518842,2.0774687799300726
dev/1/S07_P20_208.wav,2.0756122819248763,3.717642258940528,2.2197281667928204
dev/1/S07_P20_209.wav,2.282114455693632,3.640489791905016,2.171452835196709
dev/1/S07_P20_210.wav,2.217246107471292,4.012095942183061,2.474241349579854
dev/1/S07_P20_211.wav,2.256876702070712,3.4638220074555752,2.184416435163801
dev/1/S07_P20_212.wav,2.4424342766815674,3.598362899450855,2.4097436986047223
dev/1/S07_P20_213.wav,2.304386964167364,3.765401779338792,2.368945831193184
dev/1/S07_P20_214.wav,2.2951682485726,3.84825473636947,2.3531873038791247
dev/1/S07_P20_215.wav,2.1352942597537687,3.763102002773602,2.3862009025416486
dev/1/S07_P20_216.wav,2.253561608901892,3.7833565297427127,2.2893570368199505
dev/1/S07_P20_217.wav,2.243599222130064,3.7323858747364937,2.2458845746625364
dev/1/S07_P20_218.wav,2.17256661856526,3.7688320420770567,2.185911273469901
dev/1/S07_P20_219.wav,2.787216132513694,3.689631591414528,2.5728780839835603
dev/1/S07_P20_220.wav,2.2718955118231494,3.568993930256379,2.3977869757998995
dev/1/S07_P20_221.wav,2.410213262233557,3.714203881309512,2.370001491103415
dev/1/S07_P20_222.wav,2.124632537506771,3.824255419552265,2.411201924269431
dev/1/S07_P20_223.wav,2.682360254032095,3.811227205463033,2.5473512963005147
dev/1/S07_P20_224.wav,2.2991498842887723,3.842240145284244,2.5553942735746245
dev/1/S07_P20_225.wav,2.5620284652008785,3.84791841536796,2.514317037933433
dev/1/S07_P20_226.wav,2.285704101155361,3.713005242202976,2.4575663595962305
dev/1/S07_P20_227.wav,2.549277843548616,3.820098623567289,2.435439363186068
dev/1/S07_P20_228.wav,2.452679337494527,3.8626724621041255,2.6689771242329625
dev/1/S07_P20_229.wav,2.8458284430293106,3.8370129561813706,2.9485789104893683
dev/1/S07_P20_230.wav,2.748924246504713,3.8560374877666495,2.853434060595597
dev/1/S07_P20_231.wav,2.530096802294075,3.755306384387315,2.449068231232464
dev/1/S07_P20_232.wav,2.5125590543699627,3.813170551889841,2.3880316036017555
dev/1/S07_P20_233.wav,2.4590664377875084,3.255473093774744,2.2460280777226864
dev/1/S07_P20_234.wav,2.2358205899392423,3.706319162344764,2.1789231715257946
dev/1/S07_P20_235.wav,2.2156264457232044,3.778469178972152,2.310991021330606
dev/1/S07_P20_236.wav,2.331183644571448,3.791013661806967,2.481495767787068
dev/1/S07_P20_237.wav,2.693897921480681,3.763078526743692,2.4772473927749528
dev/1/S07_P20_238.wav,2.392871298471132,3.8478114799482106,2.382006161591591
dev/1/S07_P20_239.wav,2.22926914642922,3.731650432189758,2.2007691354956225
dev/1/S07_P20_240.wav,2.4517405709968285,3.770746322584693,2.37141458752795
dev/1/S07_P20_241.wav,2.208598013513561,3.6723129008520745,2.3847594320394965
dev/1/S07_P20_242.wav,2.1778214617775067,3.663199499186712,2.1607641190026485
dev/1/S07_P20_243.wav,2.0854878908347274,3.6159752388456687,2.1953572541206885
dev/1/S07_P20_244.wav,2.209091858246031,3.7831023209433545,2.4640241302105803
dev/1/S07_P20_245.wav,2.1073031657170174,3.784475193784724,2.361351980374109
dev/1/S07_P20_246.wav,2.1987002314713027,3.812403361758459,2.162440112049159
dev/1/S07_P20_247.wav,2.4484479825619188,3.8619731084254,2.38747269563098
dev/1/S07_P20_248.wav,2.127679628427893,3.6910005592065183,2.180932854242509
dev/1/S07_P20_249.wav,2.122809145999067,3.4433686695477883,2.179845939209593
dev/1/S07_P20_250.wav,1.9697952581823064,3.604144535885857,1.986355063549888
dev/1/S07_P20_251.wav,2.4731949941589915,3.9982456816822944,2.4662502624694853
dev/1/S07_P20_252.wav,2.102154250074181,3.546148271750324,2.1045078159033546
dev/1/S07_P20_253.wav,2.1971401486679323,3.642739859064933,2.2450657799873013
dev/1/S07_P20_255.wav,2.447866694055982,3.7807333387632434,2.3275747984069355
dev/1/S07_P20_256.wav,2.482608251996548,3.8095885030003886,2.429443579094357
dev/1/S07_P20_257.wav,2.140742609451104,3.7472268046936414,2.238025605981743
dev/1/S07_P20_258.wav,2.204026053409676,3.701448865913034,2.3268081366403908
dev/1/S07_P20_259.wav,2.2649534525444737,3.368985044164261,2.090466959074085
dev/1/S07_P20_260.wav,2.254660006458179,3.7199855638473935,2.210979763220931
dev/1/S07_P20_261.wav,2.282234067210654,3.7916633058977167,2.461012927996348
dev/1/S07_P20_262.wav,2.1306240525286584,3.9412626132360455,2.4239093802007488
dev/1/S07_P20_263.wav,2.2875709345129653,3.802606638784688,2.34990162502635
dev/1/S07_P20_264.wav,2.224589068460343,3.616896729142794,2.2072516218951823
dev/1/S07_P20_265.wav,2.1490359516298145,3.701031008805996,2.190738236513929
dev/1/S07_P20_266.wav,2.4782938461795943,3.706653082758077,2.30408244382684
dev/1/S07_P20_267.wav,2.1727549665309405,3.8333441485643593,2.43802976482416
dev/1/S07_P20_268.wav,2.392438503801281,3.813477198334808,2.458672622788068
dev/1/S07_P20_269.wav,2.1074435563337275,3.740199346342117,2.1838736209189333
dev/1/S07_P20_270.wav,2.291762510755245,3.850129348338189,2.293642746092601
dev/1/S07_P20_271.wav,2.115227075147855,3.6094105618555554,2.205651615758541
dev/1/S07_P20_272.wav,2.4107764851074625,3.893906706509132,2.5593342961613788
dev/1/S07_P20_274.wav,2.208354605577325,3.444875500500334,2.275621024038493
dev/1/S07_P20_275.wav,2.306601398123889,3.725626577588276,2.367808727440821
dev/1/S07_P20_276.wav,2.130306920441156,3.801462147558804,2.3937974379927085
dev/1/S07_P20_277.wav,2.219607287239129,3.863087580543068,2.518646275033264
dev/1/S07_P20_278.wav,3.018164678104898,4.016825283037209,2.8077035607183056
dev/1/S07_P20_279.wav,2.258532925860276,3.667956607103235,2.326058210195903
dev/1/S07_P20_280.wav,2.3919028822623614,3.7375482563505,2.364514651603725
dev/1/S07_P20_281.wav,2.2246038422551133,3.6580330727850976,2.2471647870828217
dev/1/S07_P20_282.wav,2.427059899826608,3.779607567053031,2.323407066507898
dev/1/S07_P20_283.wav,2.279330335176636,3.700340475147251,2.4109112129444075
dev/1/S07_P20_284.wav,2.3865964369551924,3.7431692538331967,2.347591266384091
dev/1/S07_P20_285.wav,2.190400900522276,3.912999036678355,2.7490011719425214
dev/1/S07_P20_286.wav,2.632753268080684,3.936342107733725,2.854527235744726
dev/1/S07_P20_287.wav,2.1024529980599045,3.808946317040073,2.337105782796617
dev/1/S07_P20_288.wav,2.532561657288761,3.7363671100673534,2.454772635905583
dev/1/S07_P20_289.wav,1.9930961681034964,3.461678664908844,2.088344193225228
dev/1/S07_P20_290.wav,2.2006969378399304,3.789984372669816,2.1511125125808936
dev/1/S07_P20_291.wav,1.973555618275762,3.65612243130584,2.137908668698796
dev/1/S07_P20_293.wav,2.6582509407411994,3.752989853186368,2.6555376483259536
dev/1/S07_P20_296.wav,2.199745743932315,3.405429108823,2.1829968297918314
dev/1/S07_P20_297.wav,2.5539957706081244,3.568011722087977,2.628207377165005
dev/1/S07_P20_298.wav,2.240182508219588,3.2433849906817427,2.209396813325017
dev/1/S07_P20_299.wav,1.988159710682103,3.003441269863881,1.801945670775416
dev/1/S07_P20_300.wav,2.1588590677090167,3.225357580107469,2.173327817940342
dev/1/S07_P20_301.wav,1.9848926797291453,3.270518583205048,2.006143857621556
dev/1/S07_P20_303.wav,2.3196649631042066,3.571111611318389,2.214589593915754
dev/1/S07_P20_304.wav,2.029116988194411,3.4210929847487743,2.063235499325986
dev/1/S07_P20_305.wav,2.334396255260073,3.6135600914737007,2.18390988607308
dev/1/S07_P20_307.wav,2.269193474985242,3.61518291819636,2.1519884653141625
dev/1/S07_P20_308.wav,2.20035364932892,3.7617807067567335,2.073200819731189
dev/1/S07_P20_309.wav,2.122604738681656,3.4431377193898465,2.332790671061592
dev/1/S07_P20_310.wav,2.1569594383981485,3.4935692150474944,2.136680291328408
dev/1/S07_P20_311.wav,2.1951907637388945,3.49752310634426,2.034895258972285
dev/1/S07_P20_312.wav,2.181201365012304,3.617977476577965,2.056248337556033
dev/1/S07_P20_313.wav,2.293406368464721,3.684998055160608,2.1522422393500387
dev/1/S07_P20_314.wav,2.202890785999633,3.592658554697988,1.9805361926492624
dev/1/S07_P20_315.wav,2.1536281400489896,3.5489174819694544,2.0199816114771
dev/1/S07_P20_316.wav,2.170749015370979,3.6317880153355424,2.0141788177741606
dev/1/S07_P20_317.wav,2.187960869006536,3.732219282418015,2.311684556217718
dev/1/S07_P20_318.wav,2.186564391230473,3.778722341371019,2.28872129290183
dev/1/S07_P20_319.wav,2.3729616505942053,3.898312805949288,2.534806990143517
dev/1/S07_P20_320.wav,2.2379520513687514,3.7969327841352194,2.206184441999581
dev/1/S07_P20_321.wav,2.272595969071478,3.8842094126532434,2.3715280418659983
dev/1/S07_P20_322.wav,2.113883813066165,3.877726055222612,2.2017361761470733
dev/1/S07_P20_323.wav,2.177262424841224,4.030071898794255,2.4483042507167783
dev/1/S07_P20_324.wav,2.208151469454146,3.9345343437434575,2.354567604955645
dev/1/S07_P20_325.wav,1.9951088570017577,3.781053290102586,2.1230726597557257
dev/1/S07_P20_326.wav,2.149834323995257,3.6144660929769343,2.1016143366540003
dev/1/S07_P20_327.wav,2.5603796500384326,3.900034249208432,2.420251069819776
dev/1/S07_P20_328.wav,2.0944622505348955,3.7394731063357,2.1870840402737346
dev/1/S07_P20_329.wav,2.553762618959779,3.785351616314691,2.4965966492481795
dev/1/S07_P20_330.wav,2.3426203313827205,3.8541295223921583,2.343534059635084
dev/1/S07_P20_331.wav,2.3611466391826053,3.901018094078289,2.3857279893564143
dev/1/S07_P20_332.wav,2.2858085661982948,3.7845037741818928,2.139962463075449
dev/1/S07_P20_333.wav,2.119983251319234,3.80439331733567,2.293897057852174
dev/1/S07_P20_334.wav,2.1261340971269367,3.981448637377674,2.243266375247735
dev/1/S07_P20_335.wav,2.228047391050936,3.912627796956063,2.316060219404755
dev/1/S07_P20_336.wav,2.158053939353531,3.549638099951371,2.1260609045999472
dev/1/S07_P20_337.wav,2.245422013710334,3.9301402477461695,2.1608463742251014
dev/1/S07_P20_338.wav,2.3464701912944053,3.784883541613581,2.378126383678608
dev/1/S07_P20_339.wav,2.664488737664153,3.900998638667958,2.773621474197652
dev/1/S07_P20_340.wav,2.110300813082545,3.733924419509589,2.084599681555523
dev/1/S07_P20_341.wav,2.3759003522199755,3.70863117747089,2.177918333442881
dev/1/S07_P20_342.wav,2.1789615748856344,3.783216067617584,2.118664899263964
dev/1/S07_P20_343.wav,2.5188565148640465,3.829020451971087,2.315071897141781
dev/1/S07_P20_344.wav,2.22628536820271,3.4827743929294748,1.96390242800296
dev/1/S07_P20_345.wav,2.182519703615168,3.82113992566756,2.339525534948313
dev/1/S07_P20_346.wav,1.9747707733542816,3.1775081686116287,1.9862212716924044
dev/1/S07_P20_347.wav,2.19934128700144,3.795306940702572,2.1983724370845668
dev/1/S07_P20_348.wav,2.2504806879378574,3.6298688710655567,2.144622803081751
dev/1/S07_P20_350.wav,2.0540718567315617,3.3669024552493685,2.0901752098466164
dev/1/S07_P20_351.wav,2.598454228120477,3.8785190378068224,2.380668582100586
dev/1/S07_P20_352.wav,2.291175556208042,3.9469806666697984,2.169546822896531
dev/1/S07_P20_353.wav,2.413293761212317,4.053695134652439,2.5347149458842546
dev/1/S07_P20_354.wav,2.1324931209434874,3.92783702106886,2.147270246073744
dev/1/S07_P20_355.wav,2.280565650871928,3.864691076824846,2.1585971333192284
dev/1/S07_P20_356.wav,2.5409544381256266,3.882948176009222,2.461495063777522
dev/1/S07_P20_357.wav,2.181878477415135,3.702096160101594,2.060522740506124
dev/1/S07_P20_358.wav,2.242592699475966,3.657037008797893,2.1531065553312847
dev/1/S07_P20_359.wav,2.5719187860683297,3.653793692842389,2.339945868319886
dev/1/S07_P20_360.wav,2.630196052653634,3.608960040846724,2.444724903125836
dev/1/S07_P20_361.wav,2.280572798229205,3.797861334024749,2.177765547766162
dev/1/S07_P20_362.wav,2.338340526580057,3.809349437593722,2.264602653557236
dev/1/S07_P20_363.wav,2.1750455179970336,3.7577147570658433,2.1704546669344764
dev/1/S07_P20_365.wav,2.184216330251333,3.5493000854474053,2.130965640859558
dev/1/S07_P20_366.wav,2.1285085307878564,3.683996782359754,2.0850142290778333
dev/1/S07_P20_367.wav,2.101304568486167,3.6639607163111454,2.051738052998952
dev/1/S07_P20_368.wav,2.2780790953691787,3.7977054560358976,2.277711420837246
dev/1/S07_P20_369.wav,2.234851649725921,3.791908688553162,2.166870261282714
dev/1/S07_P20_370.wav,2.2716165775503354,3.826512465475545,2.157540640081619
dev/1/S07_P20_371.wav,2.197551897572141,3.7653905664935134,2.119727355428298
dev/1/S07_P20_372.wav,2.159396979074993,3.750850662493216,2.068892932178719
dev/1/S07_P20_373.wav,2.20124846323122,3.769344276073306,2.1493796339652924
dev/1/S07_P20_374.wav,2.088602900600347,3.867816120170709,2.234381777871711
dev/1/S07_P20_375.wav,2.995330409692768,3.658974469691551,2.49647438330082
dev/1/S07_P20_376.wav,2.363772985229077,3.9071267956059392,2.463440190705656
dev/1/S07_P20_377.wav,2.165417772809663,3.9081635011934894,2.162176057489634
dev/1/S07_P20_378.wav,2.1882607935661382,3.908670562291405,2.155764786886899
dev/1/S07_P20_379.wav,2.345262815042524,3.7286419600324088,2.267865989623787
dev/1/S07_P20_380.wav,2.017601816885145,3.278475834973653,1.8257541500688288
